City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day_of_week,season,aqi_lag_1,aqi_rolling_3d
Delhi,2022-03-17,95.28,225.41,,40.93,,,2.02,14.06,41.08,,,,197.7,,2022,3,3,Summer,194.3,178.5
Delhi,2022-03-18,100.06,242.92,,38.12,,,1.5,14.31,43.33,,,,201.8,,2022,3,4,Summer,197.7,191.1
Delhi,2022-03-19,95.14,237.06,,27.29,,,1.4,15.5,45.13,,,,199.2,,2022,3,5,Summer,201.8,197.9
Delhi,2022-03-20,99.52,229.74,,34.51,,,1.09,16.77,40.09,,,,208.3,,2022,3,6,Summer,199.2,199.5
Delhi,2022-03-21,89.26,239.92,,36.33,,,3.37,17.57,37.56,,,,211.9,,2022,3,0,Summer,208.3,203.1
Delhi,2022-03-22,97.02,237.41,,37.49,,,2.87,16.39,48.29,,,,210.4,,2022,3,1,Summer,211.9,206.5
Delhi,2022-03-23,94.34,210.34,,43.0,,,1.91,16.75,41.38,,,,185.9,,2022,3,2,Summer,210.4,210.2
Delhi,2022-03-24,85.38,215.28,,49.44,,,2.59,17.87,41.73,,,,195.3,,2022,3,3,Summer,185.9,202.7
Delhi,2022-03-25,88.42,237.14,,47.07,,,3.3,19.7,46.91,,,,186.4,,2022,3,4,Summer,195.3,197.2
Delhi,2022-03-26,93.03,210.58,,42.7,,,2.96,15.69,45.0,,,,177.2,,2022,3,5,Summer,186.4,189.2
Delhi,2022-03-27,76.99,204.65,,45.93,,,3.71,15.88,43.06,,,,179.6,,2022,3,6,Summer,177.2,186.3
Delhi,2022-03-28,73.43,168.13,,53.79,,,2.12,18.05,44.44,,,,167.5,,2022,3,0,Summer,179.6,181.1
Delhi,2022-03-29,76.21,165.64,,52.11,,,2.6,18.94,43.76,,,,158.9,,2022,3,1,Summer,167.5,174.8
Delhi,2022-03-30,87.61,180.12,,49.59,,,2.86,18.08,41.31,,,,166.7,,2022,3,2,Summer,158.9,168.6
Delhi,2022-03-31,79.07,173.39,,50.44,,,1.42,15.69,42.77,,,,148.9,,2022,3,3,Summer,166.7,164.4
Delhi,2022-04-01,71.37,208.74,,48.94,,,0.94,21.05,46.14,,,,167.7,,2022,4,4,Summer,148.9,158.2
Delhi,2022-04-02,64.99,231.97,,50.58,,,1.28,16.66,48.88,,,,179.4,,2022,4,5,Summer,167.7,161.1
Delhi,2022-04-03,58.02,229.26,,61.18,,,2.47,16.87,45.8,,,,191.9,,2022,4,6,Summer,179.4,165.3
Delhi,2022-04-04,76.58,226.95,,55.4,,,3.51,20.41,49.79,,,,192.7,,2022,4,0,Summer,191.9,179.7
Delhi,2022-04-05,79.87,285.26,,54.07,,,2.33,19.4,43.32,,,,221.2,,2022,4,1,Summer,192.7,188.0
Delhi,2022-04-06,89.72,254.17,,52.36,,,2.35,17.29,48.95,,,,220.0,,2022,4,2,Summer,221.2,201.9
Delhi,2022-04-07,105.56,223.55,,52.92,,,2.23,21.0,49.75,,,,201.0,,2022,4,3,Summer,220.0,211.3
Delhi,2022-04-08,112.83,219.42,,54.71,,,1.81,22.96,50.24,,,,210.3,,2022,4,4,Summer,201.0,214.1
Delhi,2022-04-09,92.42,264.85,,47.3,,,1.95,18.98,59.32,,,,206.2,,2022,4,5,Summer,210.3,210.4
Delhi,2022-04-10,88.07,255.3,,46.85,,,1.52,20.31,53.24,,,,214.5,,2022,4,6,Summer,206.2,205.8
Delhi,2022-04-11,78.76,243.03,,45.57,,,1.93,19.64,45.58,,,,214.3,,2022,4,0,Summer,214.5,210.3
Delhi,2022-04-12,104.16,210.41,,54.12,,,1.64,20.53,42.73,,,,205.5,,2022,4,1,Summer,214.3,211.7
Delhi,2022-04-13,112.79,205.7,,52.03,,,2.02,23.51,39.81,,,,198.1,,2022,4,2,Summer,205.5,211.4
Delhi,2022-04-14,118.94,210.97,,35.76,,,1.94,23.88,36.81,,,,181.4,,2022,4,3,Summer,198.1,206.0
Delhi,2022-04-15,118.03,197.94,,35.46,,,1.62,23.06,43.1,,,,178.5,,2022,4,4,Summer,181.4,195.0
Delhi,2022-04-16,95.05,188.45,,41.44,,,1.69,22.11,53.52,,,,180.8,,2022,4,5,Summer,178.5,186.0
Delhi,2022-04-17,98.84,190.46,,44.09,,,2.26,20.3,51.56,,,,178.8,,2022,4,6,Summer,180.8,180.2
Delhi,2022-04-18,97.54,201.5,,62.42,,,1.81,19.14,55.21,,,,175.1,,2022,4,0,Summer,178.8,179.3
Delhi,2022-04-19,92.57,183.41,,60.62,,,1.73,21.34,57.68,,,,156.2,,2022,4,1,Summer,175.1,178.2
Delhi,2022-04-20,85.55,193.34,,50.14,,,1.69,17.1,59.19,,,,173.6,,2022,4,2,Summer,156.2,170.0
Delhi,2022-04-21,82.44,221.15,,53.45,,,1.63,21.8,49.54,,,,184.3,,2022,4,3,Summer,173.6,168.3
Delhi,2022-04-22,76.16,204.77,,50.36,,,1.9,20.94,53.94,,,,181.4,,2022,4,4,Summer,184.3,171.4
Delhi,2022-04-23,82.4,205.34,,53.89,,,1.87,20.15,50.71,,,,181.4,,2022,4,5,Summer,181.4,179.8
Delhi,2022-04-24,75.69,184.48,,55.29,,,1.71,17.39,54.53,,,,172.5,,2022,4,6,Summer,181.4,182.4
Delhi,2022-04-25,88.59,184.07,,47.35,,,2.66,14.92,49.34,,,,175.7,,2022,4,0,Summer,172.5,178.4
Delhi,2022-04-26,80.28,228.94,,60.44,,,1.82,13.09,54.11,,,,192.0,,2022,4,1,Summer,175.7,176.5
Delhi,2022-04-27,91.1,213.38,,67.72,,,1.19,16.43,52.83,,,,182.4,,2022,4,2,Summer,192.0,180.0
Delhi,2022-04-28,105.56,201.21,,64.07,,,1.15,17.12,44.93,,,,186.6,,2022,4,3,Summer,182.4,183.3
Delhi,2022-04-29,112.29,187.26,,50.29,,,0.49,20.77,53.15,,,,172.2,,2022,4,4,Summer,186.6,187.0
Delhi,2022-04-30,92.2,199.48,,42.79,,,1.23,18.74,41.43,,,,188.2,,2022,4,5,Summer,172.2,180.4
Delhi,2022-05-01,90.06,176.94,,39.75,,,1.94,21.69,53.92,,,,171.2,,2022,5,6,Summer,188.2,182.3
Delhi,2022-05-02,93.79,209.15,,47.24,,,1.6,24.57,56.45,,,,173.1,,2022,5,0,Summer,171.2,177.2
Delhi,2022-05-03,92.71,236.43,,41.11,,,1.09,26.4,57.15,,,,198.9,,2022,5,1,Summer,173.1,177.5
Delhi,2022-05-04,95.83,245.79,,39.34,,,2.14,21.39,56.23,,,,203.9,,2022,5,2,Summer,198.9,181.1
Delhi,2022-05-05,104.25,219.45,,44.98,,,2.2,21.26,55.97,,,,196.7,,2022,5,3,Summer,203.9,192.0
Delhi,2022-05-06,89.2,238.09,,44.26,,,2.09,23.84,53.16,,,,201.8,,2022,5,4,Summer,196.7,199.8
Delhi,2022-05-07,83.54,255.75,,43.74,,,3.04,21.36,57.25,,,,226.5,,2022,5,5,Summer,201.8,200.8
Delhi,2022-05-08,96.65,222.99,,49.76,,,3.74,24.92,62.26,,,,223.9,,2022,5,6,Summer,226.5,208.3
Delhi,2022-05-09,92.05,209.59,,48.85,,,4.13,18.65,61.04,,,,220.1,,2022,5,0,Summer,223.9,217.4
Delhi,2022-05-10,79.73,245.68,,47.58,,,4.57,15.66,67.06,,,,222.2,,2022,5,1,Summer,220.1,223.5
Delhi,2022-05-11,84.44,254.13,,49.99,,,3.51,15.14,75.15,,,,246.2,,2022,5,2,Summer,222.2,222.1
Delhi,2022-05-12,102.86,260.53,,49.06,,,2.6,14.78,68.1,,,,258.7,,2022,5,3,Summer,246.2,229.5
Delhi,2022-05-13,117.29,270.94,,45.54,,,2.34,19.41,55.69,,,,255.1,,2022,5,4,Summer,258.7,242.4
Delhi,2022-05-14,97.47,234.71,,45.13,,,2.25,17.84,56.0,,,,222.5,,2022,5,5,Summer,255.1,253.3
Delhi,2022-05-15,108.33,207.06,,41.57,,,2.13,17.31,63.75,,,,210.2,,2022,5,6,Summer,222.5,245.4
Delhi,2022-05-16,108.38,225.18,,46.25,,,0.91,19.37,62.18,,,,216.5,,2022,5,0,Summer,210.2,229.3
Delhi,2022-05-17,142.34,202.45,,50.2,,,2.76,18.19,55.75,,,,220.3,,2022,5,1,Summer,216.5,216.4
Delhi,2022-05-18,110.65,208.34,,50.62,,,1.89,22.13,61.45,,,,207.3,,2022,5,2,Summer,220.3,215.7
Delhi,2022-05-19,106.94,241.97,,45.04,,,1.66,23.95,67.27,,,,214.2,,2022,5,3,Summer,207.3,214.7
Delhi,2022-05-20,99.68,227.7,,51.28,,,1.54,26.43,60.14,,,,216.0,,2022,5,4,Summer,214.2,213.9
Delhi,2022-05-21,79.92,194.99,,45.05,,,0.86,22.64,49.81,,,,190.7,,2022,5,5,Summer,216.0,212.5
Delhi,2022-05-22,88.1,174.52,,44.39,,,1.27,26.97,54.26,,,,169.7,,2022,5,6,Summer,190.7,207.0
Delhi,2022-05-23,111.28,184.99,,45.93,,,1.51,28.55,57.46,,,,166.3,,2022,5,0,Summer,169.7,192.2
Delhi,2022-05-24,101.84,213.07,,50.6,,,1.29,23.94,56.33,,,,165.3,,2022,5,1,Summer,166.3,175.6
Delhi,2022-05-25,82.49,229.62,,55.43,,,0.07,25.3,57.38,,,,173.0,,2022,5,2,Summer,165.3,167.1
Delhi,2022-05-26,87.34,223.69,,56.95,,,0.0,23.62,54.53,,,,184.4,,2022,5,3,Summer,173.0,168.2
Delhi,2022-05-27,89.95,196.78,,47.97,,,0.0,22.75,49.24,,,,177.9,,2022,5,4,Summer,184.4,174.2
Delhi,2022-05-28,83.25,184.86,,44.58,,,0.27,21.48,52.56,,,,170.3,,2022,5,5,Summer,177.9,178.4
Delhi,2022-05-29,85.49,218.1,,49.61,,,1.47,24.32,55.54,,,,177.2,,2022,5,6,Summer,170.3,177.5
Delhi,2022-05-30,83.94,205.47,,50.42,,,1.29,25.05,57.88,,,,174.9,,2022,5,0,Summer,177.2,175.1
Delhi,2022-05-31,88.94,204.92,,47.46,,,1.98,21.56,59.11,,,,175.3,,2022,5,1,Summer,174.9,174.1
Delhi,2022-06-01,84.42,190.13,,53.02,,,1.68,17.12,50.53,,,,170.8,,2022,6,2,Monsoon,175.3,175.8
Delhi,2022-06-02,65.71,212.92,,54.58,,,1.56,16.68,47.48,,,,172.7,,2022,6,3,Monsoon,170.8,173.7
Delhi,2022-06-03,79.63,246.98,,51.92,,,1.97,14.58,46.39,,,,194.4,,2022,6,4,Monsoon,172.7,172.9
Delhi,2022-06-04,85.26,200.21,,52.97,,,1.69,14.3,42.73,,,,182.9,,2022,6,5,Monsoon,194.4,179.3
Delhi,2022-06-05,80.3,153.43,,49.66,,,1.88,14.15,38.41,,,,175.5,,2022,6,6,Monsoon,182.9,183.4
Delhi,2022-06-06,90.45,179.68,,42.1,,,1.67,13.2,45.13,,,,170.2,,2022,6,0,Monsoon,175.5,184.3
Delhi,2022-06-07,85.56,182.76,,44.63,,,1.42,12.4,45.43,,,,183.2,,2022,6,1,Monsoon,170.2,176.2
Delhi,2022-06-08,91.99,202.8,,52.32,,,1.45,13.63,41.15,,,,180.9,,2022,6,2,Monsoon,183.2,176.3
Delhi,2022-06-09,81.55,168.69,,41.27,,,1.52,14.0,40.0,,,,163.3,,2022,6,3,Monsoon,180.9,178.1
Delhi,2022-06-10,86.92,153.65,,43.55,,,1.63,13.3,40.75,,,,154.0,,2022,6,4,Monsoon,163.3,175.8
Delhi,2022-06-11,80.4,169.32,,43.24,,,2.28,13.22,56.14,,,,148.2,,2022,6,5,Monsoon,154.0,166.0
Delhi,2022-06-12,55.95,189.71,,43.66,,,2.01,14.17,54.13,,,,166.3,,2022,6,6,Monsoon,148.2,155.2
Delhi,2022-06-13,71.16,153.1,,39.46,,,1.8,13.52,52.96,,,,158.4,,2022,6,0,Monsoon,166.3,156.2
Delhi,2022-06-14,78.83,216.11,,44.7,,,1.58,12.06,52.92,,,,176.9,,2022,6,1,Monsoon,158.4,157.6
Delhi,2022-06-15,78.87,266.22,,42.17,,,2.35,12.84,50.45,,,,203.2,,2022,6,2,Monsoon,176.9,167.2
Delhi,2022-06-16,68.08,243.83,,38.7,,,2.04,14.26,47.16,,,,216.4,,2022,6,3,Monsoon,203.2,179.5
Delhi,2022-06-17,70.19,253.59,,34.36,,,2.07,14.24,47.48,,,,211.1,,2022,6,4,Monsoon,216.4,198.8
Delhi,2022-06-18,67.81,262.14,,43.24,,,1.3,12.76,46.14,,,,217.3,,2022,6,5,Monsoon,211.1,210.2
Delhi,2022-06-19,70.23,230.48,,38.3,,,1.32,13.93,49.44,,,,199.5,,2022,6,6,Monsoon,217.3,214.9
Delhi,2022-06-20,50.44,178.19,,37.9,,,0.46,14.32,58.65,,,,185.2,,2022,6,0,Monsoon,199.5,209.3
Delhi,2022-06-21,68.32,159.59,,43.25,,,1.06,13.88,55.86,,,,172.4,,2022,6,1,Monsoon,185.2,200.7
Delhi,2022-06-22,77.84,154.06,,45.24,,,1.4,10.86,64.56,,,,148.9,,2022,6,2,Monsoon,172.4,185.7
Delhi,2022-06-23,74.34,193.22,,45.33,,,1.23,11.75,58.77,,,,158.2,,2022,6,3,Monsoon,148.9,168.8
Delhi,2022-06-24,73.14,161.12,,44.84,,,1.11,14.27,51.12,,,,151.7,,2022,6,4,Monsoon,158.2,159.8
Delhi,2022-06-25,64.26,130.39,,44.42,,,0.91,12.39,51.31,,,,125.7,,2022,6,5,Monsoon,151.7,153.0
Delhi,2022-06-26,50.15,166.5,,32.35,,,0.36,10.8,48.37,,,,138.8,,2022,6,6,Monsoon,125.7,145.2
Delhi,2022-06-27,58.0,243.5,,42.97,,,0.26,10.18,63.3,,,,179.4,,2022,6,0,Monsoon,138.8,138.7
Delhi,2022-06-28,66.97,228.87,,45.24,,,0.68,9.02,60.35,,,,182.8,,2022,6,1,Monsoon,179.4,148.0
Delhi,2022-06-29,63.64,259.57,,44.44,,,0.27,13.2,55.58,,,,190.8,,2022,6,2,Monsoon,182.8,167.0
Delhi,2022-06-30,56.03,214.1,,46.43,,,0.39,13.41,44.29,,,,203.4,,2022,6,3,Monsoon,190.8,184.3
Delhi,2022-07-01,51.3,166.74,,43.43,,,0.55,13.35,43.64,,,,172.8,,2022,7,4,Monsoon,203.4,192.3
Delhi,2022-07-02,51.82,134.35,,36.97,,,0.97,13.62,46.42,,,,160.5,,2022,7,5,Monsoon,172.8,189.0
Delhi,2022-07-03,47.08,102.37,,40.84,,,0.82,14.85,46.22,,,,130.5,,2022,7,6,Monsoon,160.5,178.9
Delhi,2022-07-04,53.84,106.19,,46.63,,,1.32,15.14,43.04,,,,119.8,,2022,7,0,Monsoon,130.5,154.6
Delhi,2022-07-05,46.68,135.96,,46.07,,,1.34,17.69,44.57,,,,117.0,,2022,7,1,Monsoon,119.8,136.9
Delhi,2022-07-06,49.09,130.73,,42.55,,,1.16,16.09,43.57,,,,114.3,,2022,7,2,Monsoon,117.0,122.4
Delhi,2022-07-07,46.35,156.58,,40.51,,,0.78,15.31,44.01,,,,129.2,,2022,7,3,Monsoon,114.3,117.0
Delhi,2022-07-08,44.48,193.64,,29.29,,,1.04,15.44,44.65,,,,148.6,,2022,7,4,Monsoon,129.2,120.2
Delhi,2022-07-09,46.41,189.29,,27.3,,,0.98,14.46,38.96,,,,163.1,,2022,7,5,Monsoon,148.6,130.7
Delhi,2022-07-10,42.45,138.95,,26.76,,,1.21,12.22,39.04,,,,158.9,,2022,7,6,Monsoon,163.1,147.0
Delhi,2022-07-11,40.69,157.86,,40.93,,,1.36,12.8,41.88,,,,140.8,,2022,7,0,Monsoon,158.9,156.9
Delhi,2022-07-12,45.4,158.75,,37.71,,,1.41,11.36,38.68,,,,158.7,,2022,7,1,Monsoon,140.8,154.3
Delhi,2022-07-13,46.26,128.61,,34.6,,,1.84,11.31,36.87,,,,140.6,,2022,7,2,Monsoon,158.7,152.8
Delhi,2022-07-14,43.77,143.61,,32.54,,,1.52,10.02,37.46,,,,131.3,,2022,7,3,Monsoon,140.6,146.7
Delhi,2022-07-15,42.15,167.12,,32.01,,,1.25,9.19,38.92,,,,128.3,,2022,7,4,Monsoon,131.3,143.5
Delhi,2022-07-16,49.92,172.04,,37.72,,,0.67,10.53,43.2,,,,132.0,,2022,7,5,Monsoon,128.3,133.4
Delhi,2022-07-17,43.71,160.95,,41.22,,,0.98,12.38,40.39,,,,134.5,,2022,7,6,Monsoon,132.0,130.5
Delhi,2022-07-18,46.25,152.0,,42.51,,,1.15,13.6,33.0,,,,136.5,,2022,7,0,Monsoon,134.5,131.6
Delhi,2022-07-19,45.77,152.16,,36.75,,,1.22,11.23,34.78,,,,141.2,,2022,7,1,Monsoon,136.5,134.3
Delhi,2022-07-20,42.83,177.32,,40.05,,,1.11,12.07,39.59,,,,151.7,,2022,7,2,Monsoon,141.2,137.4
Delhi,2022-07-21,45.17,186.19,,43.9,,,0.85,10.35,37.77,,,,146.0,,2022,7,3,Monsoon,151.7,143.1
Delhi,2022-07-22,45.28,183.06,,40.6,,,1.18,10.28,39.38,,,,156.3,,2022,7,4,Monsoon,146.0,146.3
Delhi,2022-07-23,49.75,162.5,,45.83,,,1.57,10.01,35.9,,,,156.4,,2022,7,5,Monsoon,156.3,151.3
Delhi,2022-07-24,44.25,174.1,,39.04,,,1.21,10.92,39.42,,,,151.3,,2022,7,6,Monsoon,156.4,152.9
Delhi,2022-07-25,52.85,143.15,,32.13,,,1.02,12.83,40.01,,,,139.7,,2022,7,0,Monsoon,151.3,154.6
Delhi,2022-07-26,44.43,141.49,,38.1,,,1.09,14.15,43.78,,,,126.3,,2022,7,1,Monsoon,139.7,149.1
Delhi,2022-07-27,43.58,149.91,,36.39,,,0.8,13.17,36.55,,,,136.3,,2022,7,2,Monsoon,126.3,139.1
Delhi,2022-07-28,45.68,165.54,,34.05,,,0.89,11.85,40.75,,,,139.5,,2022,7,3,Monsoon,136.3,134.1
Delhi,2022-07-29,49.66,137.38,,33.63,,,1.23,11.94,41.52,,,,147.1,,2022,7,4,Monsoon,139.5,134.0
Delhi,2022-07-30,40.9,137.9,,33.75,,,0.95,12.66,45.35,,,,138.0,,2022,7,5,Monsoon,147.1,141.0
Delhi,2022-07-31,36.42,135.3,,31.86,,,1.2,16.3,42.88,,,,130.6,,2022,7,6,Monsoon,138.0,141.6
Delhi,2022-08-01,42.29,152.62,,24.95,,,1.14,15.52,36.84,,,,140.4,,2022,8,0,Monsoon,130.6,138.6
Delhi,2022-08-02,50.78,156.07,,31.74,,,0.97,16.54,30.52,,,,145.7,,2022,8,1,Monsoon,140.4,136.3
Delhi,2022-08-03,47.28,124.19,,32.83,,,0.96,15.78,31.1,,,,130.3,,2022,8,2,Monsoon,145.7,138.9
Delhi,2022-08-04,45.84,93.65,,33.37,,,1.09,12.57,28.09,,,,120.0,,2022,8,3,Monsoon,130.3,138.8
Delhi,2022-08-05,43.48,98.3,,34.94,,,1.11,11.1,29.76,,,,102.9,,2022,8,4,Monsoon,120.0,132.0
Delhi,2022-08-06,43.69,87.04,,30.59,,,1.05,11.29,33.61,,,,95.7,,2022,8,5,Monsoon,102.9,117.8
Delhi,2022-08-07,42.56,110.59,,31.59,,,0.73,8.45,43.81,,,,97.2,,2022,8,6,Monsoon,95.7,106.2
Delhi,2022-08-08,46.27,112.8,,32.8,,,1.23,8.97,44.29,,,,94.7,,2022,8,0,Monsoon,97.2,98.6
Delhi,2022-08-09,39.27,155.22,,33.28,,,1.3,10.89,41.47,,,,118.1,,2022,8,1,Monsoon,94.7,95.9
Delhi,2022-08-10,38.51,130.42,,37.33,,,1.29,10.94,43.46,,,,122.9,,2022,8,2,Monsoon,118.1,103.3
Delhi,2022-08-11,34.57,121.46,,35.78,,,1.26,10.1,48.15,,,,128.2,,2022,8,3,Monsoon,122.9,111.9
Delhi,2022-08-12,36.41,131.13,,36.93,,,1.04,11.46,53.97,,,,131.6,,2022,8,4,Monsoon,128.2,123.1
Delhi,2022-08-13,41.07,149.77,,36.94,,,0.98,9.84,41.38,,,,136.2,,2022,8,5,Monsoon,131.6,127.6
Delhi,2022-08-14,40.04,139.9,,38.82,,,0.93,9.55,40.52,,,,117.3,,2022,8,6,Monsoon,136.2,132.0
Delhi,2022-08-15,40.24,94.03,,36.02,,,1.03,11.41,38.44,,,,104.6,,2022,8,0,Monsoon,117.3,128.4
Delhi,2022-08-16,37.43,108.1,,44.07,,,1.04,13.92,40.39,,,,93.8,,2022,8,1,Monsoon,104.6,119.4
Delhi,2022-08-17,36.6,123.69,,39.6,,,1.29,14.31,42.42,,,,101.6,,2022,8,2,Monsoon,93.8,105.3
Delhi,2022-08-18,32.88,140.64,,34.95,,,1.35,12.83,46.78,,,,107.9,,2022,8,3,Monsoon,101.6,100.0
Delhi,2022-08-19,35.06,126.08,,31.78,,,0.98,11.58,48.1,,,,113.3,,2022,8,4,Monsoon,107.9,101.1
Delhi,2022-08-20,38.78,108.35,,28.73,,,0.98,11.35,44.15,,,,104.7,,2022,8,5,Monsoon,113.3,107.6
Delhi,2022-08-21,45.35,121.22,,35.64,,,1.24,12.8,37.53,,,,111.2,,2022,8,6,Monsoon,104.7,108.6
Delhi,2022-08-22,43.09,96.43,,39.8,,,0.99,12.01,37.28,,,,95.1,,2022,8,0,Monsoon,111.2,109.7
Delhi,2022-08-23,40.67,105.79,,43.16,,,1.27,11.0,42.65,,,,98.3,,2022,8,1,Monsoon,95.1,103.6
Delhi,2022-08-24,44.31,116.03,,44.09,,,0.92,11.97,43.73,,,,107.0,,2022,8,2,Monsoon,98.3,101.5
Delhi,2022-08-25,42.93,124.68,,39.36,,,0.71,10.05,36.4,,,,114.4,,2022,8,3,Monsoon,107.0,100.1
Delhi,2022-08-26,34.06,116.29,,35.86,,,0.52,10.24,40.13,,,,100.3,,2022,8,4,Monsoon,114.4,106.6
Delhi,2022-08-27,40.2,107.86,,34.47,,,0.71,10.41,39.78,,,,95.6,,2022,8,5,Monsoon,100.3,107.3
Delhi,2022-08-28,41.33,121.61,,31.69,,,0.98,11.08,42.47,,,,108.6,,2022,8,6,Monsoon,95.6,103.5
Delhi,2022-08-29,42.65,109.53,,30.75,,,1.15,11.7,54.51,,,,112.5,,2022,8,0,Monsoon,108.6,101.5
Delhi,2022-08-30,38.66,104.66,,38.81,,,1.11,11.4,45.93,,,,117.7,,2022,8,1,Monsoon,112.5,105.6
Delhi,2022-08-31,42.11,101.37,,34.86,,,1.09,11.89,48.2,,,,111.5,,2022,8,2,Monsoon,117.7,112.9
Delhi,2022-09-01,45.24,104.9,,34.93,,,1.03,11.59,46.98,,,,97.5,,2022,9,3,Monsoon,111.5,113.9
Delhi,2022-09-02,52.36,109.93,,32.62,,,1.03,11.64,46.58,,,,101.4,,2022,9,4,Monsoon,97.5,108.9
Delhi,2022-09-03,56.97,135.85,,33.99,,,0.95,10.4,38.76,,,,123.3,,2022,9,5,Monsoon,101.4,103.5
Delhi,2022-09-04,66.15,142.36,,36.85,,,0.97,11.28,30.25,,,,124.7,,2022,9,6,Monsoon,123.3,107.4
Delhi,2022-09-05,57.36,144.57,,36.57,,,1.07,14.37,36.87,,,,124.7,,2022,9,0,Monsoon,124.7,116.5
Delhi,2022-09-06,66.19,141.1,,37.74,,,0.98,13.96,39.73,,,,109.9,,2022,9,1,Monsoon,124.7,124.2
Delhi,2022-09-07,53.59,144.83,,42.77,,,0.9,14.08,33.02,,,,124.4,,2022,9,2,Monsoon,109.9,119.8
Delhi,2022-09-08,50.98,151.89,,41.97,,,0.92,14.32,39.24,,,,128.3,,2022,9,3,Monsoon,124.4,119.7
Delhi,2022-09-09,48.89,131.12,,31.87,,,1.1,13.64,45.3,,,,126.0,,2022,9,4,Monsoon,128.3,120.9
Delhi,2022-09-10,45.43,144.76,,32.1,,,0.92,15.07,39.41,,,,121.0,,2022,9,5,Monsoon,126.0,126.2
Delhi,2022-09-11,38.92,123.09,,33.02,,,0.49,13.08,46.16,,,,103.4,,2022,9,6,Monsoon,121.0,125.1
Delhi,2022-09-12,48.02,128.1,,41.59,,,0.6,14.34,41.49,,,,120.2,,2022,9,0,Monsoon,103.4,116.8
Delhi,2022-09-13,42.19,133.87,,39.41,,,0.76,13.44,43.62,,,,124.0,,2022,9,1,Monsoon,120.2,114.9
Delhi,2022-09-14,47.58,141.21,,38.76,,,0.83,12.46,39.77,,,,119.0,,2022,9,2,Monsoon,124.0,115.9
Delhi,2022-09-15,48.39,137.5,,38.14,,,0.82,13.83,42.55,,,,121.8,,2022,9,3,Monsoon,119.0,121.0
Delhi,2022-09-16,47.36,138.14,,41.07,,,0.9,13.79,39.12,,,,138.6,,2022,9,4,Monsoon,121.8,121.6
Delhi,2022-09-17,44.92,107.25,,41.46,,,0.86,13.01,36.58,,,,136.7,,2022,9,5,Monsoon,138.6,126.5
Delhi,2022-09-18,49.03,122.18,,39.31,,,1.02,13.0,36.63,,,,114.4,,2022,9,6,Monsoon,136.7,132.4
Delhi,2022-09-19,56.18,134.86,,38.75,,,0.96,13.61,39.49,,,,116.1,,2022,9,0,Monsoon,114.4,129.9
Delhi,2022-09-20,52.52,154.03,,33.13,,,1.06,16.42,30.92,,,,123.3,,2022,9,1,Monsoon,116.1,122.4
Delhi,2022-09-21,52.55,153.9,,30.94,,,1.01,15.28,31.38,,,,122.4,,2022,9,2,Monsoon,123.3,117.9
Delhi,2022-09-22,58.76,120.85,,34.58,,,0.97,15.51,36.25,,,,126.2,,2022,9,3,Monsoon,122.4,120.6
Delhi,2022-09-23,53.55,116.65,,33.59,,,1.11,16.13,31.03,,,,125.8,,2022,9,4,Monsoon,126.2,124.0
Delhi,2022-09-24,57.29,144.14,,34.96,,,1.15,14.62,38.53,,,,145.3,,2022,9,5,Monsoon,125.8,124.8
Delhi,2022-09-25,60.51,139.91,,30.47,,,0.9,12.96,38.11,,,,145.0,,2022,9,6,Monsoon,145.3,132.5
Delhi,2022-09-26,58.68,154.67,,33.79,,,0.93,12.47,43.07,,,,143.8,,2022,9,0,Monsoon,145.0,138.7
Delhi,2022-09-27,58.37,135.99,,33.29,,,1.08,15.55,35.0,,,,116.3,,2022,9,1,Monsoon,143.8,144.7
Delhi,2022-09-28,57.75,150.1,,32.67,,,1.04,15.97,37.36,,,,129.9,,2022,9,2,Monsoon,116.3,135.0
Delhi,2022-09-29,53.88,140.63,,36.37,,,1.22,14.9,43.87,,,,133.6,,2022,9,3,Monsoon,129.9,130.0
Delhi,2022-09-30,54.11,152.82,,35.35,,,1.03,14.61,50.1,,,,137.5,,2022,9,4,Monsoon,133.6,126.6
Delhi,2022-10-01,114.83,245.69,,46.45,,,1.01,15.18,59.47,,,,172.6,,2022,10,5,Post-Monsoon,137.5,133.6
Delhi,2022-10-02,129.32,289.81,,44.63,,,1.12,13.57,64.91,,,,212.3,,2022,10,6,Post-Monsoon,172.6,147.9
Delhi,2022-10-03,117.89,302.25,,42.97,,,1.25,13.18,59.37,,,,243.3,,2022,10,0,Post-Monsoon,212.3,174.1
Delhi,2022-10-04,130.9,335.07,,47.32,,,1.56,14.36,59.41,,,,278.6,,2022,10,1,Post-Monsoon,243.3,209.4
Delhi,2022-10-05,143.75,255.43,,58.25,,,1.71,17.18,45.14,,,,253.8,,2022,10,2,Post-Monsoon,278.6,244.8
Delhi,2022-10-06,132.58,240.72,,68.57,,,1.65,17.18,55.2,,,,243.5,,2022,10,3,Post-Monsoon,253.8,258.6
Delhi,2022-10-07,77.83,235.94,,57.33,,,1.57,18.0,57.53,,,,214.4,,2022,10,4,Post-Monsoon,243.5,258.6
Delhi,2022-10-08,90.6,268.4,,64.42,,,1.3,18.68,67.09,,,,231.1,,2022,10,5,Post-Monsoon,214.4,237.2
